"Slot","Name","Cost","Color","Melee/Ranged","Type","Subtype","Effectiveness (0-4 = common, 5-8 = uncommon, 9-10 = rare)","Rules","Flavor","Attack Power","Health","Image","Artist","Notes",,"Name Size","Subtype Size","Has PH","Color Calculator","Iconified Cost","Iconified Rules","Italicized Type","Setted Slot",,
"PC_004","Paralyzer","2P",#NAME?,,"Asset","Link","2","<u>Forfeit</u> (Put the specified card into its owner's discard pile.) ~: Choose a combatant; return it to its owner's hand, then it loses all <u>stat modifications</u> (Added/changed words, attack power, health, or ranged status.)",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PC_004",,
"PC_005","Interrogate","P",#NAME?,,"Effect",,"1","~ costs [P] less to deploy if you didn't go first.<p>Choose a player; they reveal a non-revealed card in their hand. If they can't, you draw a card.</p>","""They twisted every answer I gave until it sounded like the opposite meaning, and I became so confused and afraid I found myself agreeing to statements that I knew were not true."" <p>-- S.J. Paris, Heresy</p>",,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PC_005",,
"PC_006","Drone Tracking","2P",#NAME?,,"Effect","Virus","1","Each opponent reveals all of the Augmented and Link cards in their hands.","""A million eyes and ears..""",,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PC_006",,
"PC_007","Foresight","P",#NAME?,,"Effect","<u>Response</u>","2","<center><u>Advantageous</u> (When ~ resolves, draw a card.), <u>Response</u> (~ can be deployed during response phases.)</center><p>Choose an effect in your hand, until end of turn, it gains <u>response</u>.</p>","""Some people claim they can tell the future, they are simply analyzing patterns of some sort. With enough data anything's actions can be predicated.""",,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PC_007",,
"PC_008","Information Bunker","1PP",#NAME?,"Melee","Asset","Building","1","<center><u>Barricade</u> (~ can't attack; however, intercepting doesn't utilize it.)</center>",,0,7,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PC_008",,
"PC_009","Anti-Hacker","P",#NAME?,"Melee","Asset","Human <u>Hacker</u>","2","<center><u>Hacker</u> (If ~ would deal damage to a commander, its owner instead puts that many cards from their deck into their discard.)</center><p><u>Forfeit</u> (Put the specified card into its owner's discard pile.) ~: <u>Effect Hack</u> (Choose an effect on the stack; send it to its owner's discard, none of its effects happen.) unless its controller pays [1].</p>",,3,1,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PC_009",,
"PC_010","Archive","P",#NAME?,,"Effect","<u>Response</u>","1","<center><u>Advantageous</u> (When ~ resolves, draw a card.)</center><p>Choose a card in your hand; shuffle it into your deck.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PC_010",,
"PC_011","Reconnaissance Satellite","PPP",#NAME?,"Melee","Asset","<u>Spacecraft</u>","3","<center><u>Spacecraft</u> (Space Shuttle can only intercept or be intercepted by assets with spacecraft.)</center><p>When ~ enters the battlefield, create a <u>transient</u> (If it would enter a discard, instead remove it from the game.) <i>'Plan'</i> in your hand.</p>",,0,8,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PC_011",,
"PC_012","Try Again","PP",#NAME?,,"Effect","<u>Response</u>","4","<u>Card Hack</u> (Choose a card on the stack; send it to its owner's discard, none of its effects happen.), unless its controller pays its cost again. ",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PC_012",,
"P_CMDR_2","Sara Anthony, Cyber Criminal","1P",#NAME?,"Melee","Commander","Human Child Female Hacker","5","<center>(Becomes <i>'Dark Web Research'</i> if you control ~.)<br/><u>Warrant</u>, <u>Hacker</u></center><p><b><i>As Commander</i> --</b> Your maximum hand size is doubled (this applies after any fixed additions or subtractions.)</p><p><b><i>As Asset</i> --</b> Whenever you resolve a Virus, either:<ul>Choose an effect in your hand to have its cost permanently reduced by [1].<br/>Choose a combatant you control to permanently gain <u>Hacker</u>.</ul></p>","""Getting your Link marks one's becoming an adult. It also marks your final loss of freedom..""",5,3,,,,,45,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Commander[/i]","RT_P_CMDR_2",,
"P_CMDR_2b","Dark Web Research","P",#NAME?,,"R. Effect","<u>Personal</u> <u>Response</u>","0","<center>(This effect can only be deployed if you control a renowned asset. )</center><p>~ costs [P] less if you didn't go first.</p><p>A random opponent reveals the top card of their deck. At the beginning of your next turn, draw an additional card.</p><p><u>Personal</u> (Shuffle <i>'Sara Anthony, Cyber Criminal'</i> into your deck.)</p>",,,,,,,,45,45,#NAME?,#NAME?,#NAME?,#NAME?,"[i]R. Effect[/i]","RT_P_CMDR_2b",,
"PR_005","Governmental Reeducation","4PP",#NAME?,,"Asset","Equipment Link","9","<center><u>Doubt 2</u> (When you deploy ~, shuffle 2 'Doubt's into your deck.)</center><p>When ~ enters the battlefield, attach it to a combatant of your choice.</p><p>You control the attached asset.</p>","""Those taken in night raids are never seen again. They are given new lives and memories while being erased from their old ones..""",,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PR_005",,
"PR_006","Mobile Datacenter","1PPP",#NAME?,,"Asset","AI Database","9","<p>Your maximum hand size is increased by 2.</p><p>If ~ is inside a vehicle, it gets +1/+1 for each card in your hand.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PR_006",,
"PR_007","Security Loophole","PP",#NAME?,,"Effect","Virus <u>Response</u>","9","Choose an effect in your discard, you may deploy that card. If you do, remove it from the game.",,,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PR_007",,
"PR_008","Portable Electromagnetic Pulse","P",#NAME?,,"Asset","Grenade","10","<p>When <i>this card</i> enters the battlefield, you may attach it to a combatant.</p><p><u>Throw</u> (Activate this ability only if attached to a combatant.),<u>Forfeit</u> (Put the specified card into its owner's discard pile.) <i>this card</i>: Choose a non-human combatant, <u>Turn it and any adjacent non-human combatants Off</u> (Turn them face over, they will re-enter the battlefield once you pay their cost again.)</p><p><u>Forfeit</u> <i>this card</i>: Add [P][P][P].</p>",,,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PR_008",,
"PU_009","Hack","PP",#NAME?,,"Effect","Virus <u>Response</u>","5","<u>Card Hack</u> (Choose a card on the stack; send it to its owner's discard, none of its effects happen.), that card's owner looks at the top 4 cards of their deck and draws 1 of them.","""You have to be careful whenever you do a job, next time their defenses will be better."" <p>-- Sara Anthony</p>","","",,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PU_009",,
"PU_010","SQL Injection","3P",#NAME?,,"Effect","Virus","5","<p>Choose an opponent and choose a card in their hand; shuffle that card into your deck.</p>","""It is 1 of the easiest tricks in the book."" <p>-- Jonathan Arrigotti</p>",,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PU_010",,
"PU_011","Jonathan Arrigotti, Sara's Partner in Crime","PP",#NAME?,"Formation","R. Asset","Human Child Male Hacker","6","<center>(Becomes <i>'Go Little Guy! Go!'</i> if you already control ~@)<br/><u>Warrent</u>, <u>Formation</u>, <u>Hacker</u> (If ~@ would deal damage to a commander, its owner instead puts that many cards from their deck into their discard.), <u>Uninterceptable</u> (~@ can't be intercepted.)</center><p>Whenever ~@ deals combat damage to an opponent, shuffle a <i>'SQL Injection'</i> into your deck.</p>","""Don't worry Sara, we'll find out what happened to your dad!""",5,2,,,,,45,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]R. Asset[/i]","RT_PU_011",,
"PU_011b","Go Little Guy! Go!","3P",#NAME?,,"R. Effect","<u>Personal</u>","0","<center>(This effect can only be deployed if you control a renowned asset. )<br/><u>Advantageous</u></center><p>Create a <u>Transient</u> <i>'Scout Drone'</i> on the battlefield with <u>Formation</u> and another random keyword, from among the keywords on all assets currently on the battlefield.</p><p><u>Personal</u> (Shuffle <i>'Jonathan Arrigotti, Sara's Partner in Crime'</i> into your deck.)</p>","""Jon what part of let's have a sleepover made you think you should work on your drone for 5 hours?."" <p>-- Sara Anthony.</p>",,,,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,"[i]R. Effect[/i]","RT_PU_011b",,
"PU_012","Reject","P",#NAME?,,"Effect",,"5","<center><u>Append to Effect [1][P]</u> (As you deploy an effect you may reveal ~ and pay [1][P]. If you do add this card's effects as it resolves; it loses those effects once it leaves the stack.)</center><p>Choose an asset; return it to its owner's hand.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PU_012",,
"PU_013","Rookie Anon","1P",#NAME?,"Melee","Asset","Human Hacker","5","<center><u>Hacker</u> (If ~ would deal damage to a commander, its owner instead puts that many cards from their deck into their discard.)</center><p>If you control another Hacker with greater attack power, ~ can't be intercepted.</p>","""What's an iptable?""",4,2,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PU_013",,
"PU_014","Divide by 0","1P",#NAME?,,"Effect","<u>Response</u>","5","Choose a non-human combatant; until end of turn, its attack power is reduced to 0 and its health is increased to ∞.",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PU_014",,
"PU_015","Distributed Denial of Service Attack","2PP",#NAME?,,"R. Asset","AI Network","7","Whenever your opponent would put cards from the top of their deck into their discard, they put double that many cards instead.",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]R. Asset[/i]","RT_PU_015",,
"PU_016","PU_016",,#NAME?,,,,,,,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i][/i]","RT_PU_016",,
"PC_013","PC_013",,#NAME?,,,,,,,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i][/i]","RT_PC_013",,
"PC_014","Hacking Game","1P",#NAME?,,"Effect","<u>Response</u>","4","<p>You may discard a card rather than pay ~'s cost.</p><p>Choose a card on the stack or the battlefield to return to its owner's hand.</p>","""Locked out again? That's a shame.. this time I'll pick your skirt!"" <p>-- Jonathan Arrigotti</p>",,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PC_014",,
"PC_015","Void Pointer","P",#NAME?,,"Effect",,"2","<center><u>Advantageous</u> (When ~ resolves, draw a card.)<p>~ has all Effect subtypes.</p></center>","""A void pointer is a pointer that has no data type associated with it. A void pointer can hold address of any type and can be type cast to any type.""",,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PC_015",,
"PC_016","Reverse Engineered Design","1PP",#NAME?,,"Effect",,"2","Choose a non-Human asset on the battlefield, create a <u>transient</u> (If it would enter a discard, instead remove it from the game.) copy of it.","""Take it apart, put another together.. pretty much my thing."" <p>-- Jonathan Arrigotti.</p>","","",,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PC_016",,
"PC_017","Scout Drone","P",#NAME?,"Ranged","Asset","Drone Spy","1","<center>(A deck may have any number of ~s in it.)<br/><u>Exchange [P]</u> (Pay [P], Discard ~ from your hand: Draw a card.), <u>Flying</u> (~ can only be intercepted by assets with ranged or flying. If ~ is intercepting you may choose another combatant or commander you control, that is not also intercepting, to take the damage instead.)</center>",,1,1,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PC_017",,
"PC_018","Their Password was 'password'","P",#NAME?,,"Effect","<u>Response</u>","2","Choose a card to <u>hack</u> (Choose a card on the stack; send it to its owner's discard, none of its effects happen.) with <u>generalized cost</u> (The cost of the card if all typed symbols were replaced with generic numbers. Ex. Their Password was 'password' has a generalized cost of [1].) [2] or less.","""When I was a little girl, Felicity Smoak was always my hero."" <p>-- Sara Anthony.</p>",,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PC_018",,
"PC_019","Evasive Fugitive","PP",#NAME?,"Melee","Asset","Human Civilian Criminal","3","<center><u>Subterfuge</u> (Damage dealt by this card, doesn't cause your opponents to draw cards.)<p>~ can't be intercepted, unless an opponent controls an unutilized source generator.</p></center>",,2,3,,,,,60,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PC_019",,
"PC_020","Incremental Attack","P",#NAME?,,"Effect","Virus <u>Response</u>","1","<center><u>Advantageous</u> (When ~ resolves, draw a card.)</center><p><u>Effect Hack</u> (Choose an effect on the stack; send it to its owner's discard, none of its effects happen.), unless its controller pays <u>[X]</u> ([X] is 1 plus the number of cards named ~ that have been deployed this game.)</p>",,,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_PC_020",,
"PC_021","Skiddy","P",#NAME?,"Melee","Asset","Human Child Hacker","3","<center><u>Hacker</u> (If ~ would deal damage to a commander, its owner instead puts that many cards from their deck into their discard.)</center>",,3,1,,,,,60,45,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PC_021",,
"PC_022","Annoying Neighbor","P",#NAME?,"Melee","Asset","Human Child Civilian","3","<center>Each player's maximum hand size is reduced by 1.</center>",,0,1,,,,,60,45,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_PC_022",,
"PC_023","PC_023",,#NAME?,,,,,,,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i][/i]","RT_PC_023",,
"PC_024","PC_024",,#NAME?,,,,,,,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i][/i]","RT_PC_024",,
"RBG","ProtoSys Laboratory"," ","Red",,"Generator","Entropy Source","0","<center>(Generators are not assets or effects. You may only play ~ whenever you have the option to hire a generator, instead of hiring any other card as a generator. <b>A deck may have any number of ~s in it.</b>)<br/><u>Quick Hire</u> (When ~ is hired as a generator, it can utilize as soon as it is hired.)</center><p>[T]: Add [R].</p>",,"","",,,,,45,35,#NAME?,"Red",#NAME?,#NAME?,"[i]Generator[/i]","RT_RBG",,
"OBG","City Slums"," ","Orange",,"Generator","Unrest","0","<center>(Generators are not assets or effects. You may only play ~ whenever you have the option to hire a generator, instead of hiring any other card as a generator. <b>A deck may have any number of ~ in it.</b>)<br/><u>Quick Hire</u> (When ~ is hired as a generator, it can utilize as soon as it is hired.)</center><p>[T]: Add [O].</p>",,"","",,,,,60,50,#NAME?,"Orange",#NAME?,#NAME?,"[i]Generator[/i]","RT_OBG",,
"YBG","Lunar Colony Control Outpost"," ","Yellow",,"Generator","Emotion","0","<center>(Generators are not assets or effects. You may only play ~ whenever you have the option to hire a generator, instead of hiring any other card as a generator. <b>A deck may have any number of ~s in it.</b>)<br/><u>Quick Hire</u> (When ~ is hired as a generator, it can utilize as soon as it is hired.)</center><p>[T]: Add [Y].</p>",,"","",,,,,40,50,#NAME?,"Yellow",#NAME?,#NAME?,"[i]Generator[/i]","RT_YBG",,
"GBG","Agricultural Tower"," ","Green",,"Generator","Vitality Source","0","<center>(Generators are not assets or effects. You may only play ~ whenever you have the option to hire a generator, instead of hiring any other card as a generator. <b>A deck may have any number of ~s in it.</b>)<br/><u>Quick Hire</u> (When ~ is hired as a generator, it can utilize as soon as it is hired.)</center><p>[T]: Add [G].</p>",,"","",,,,,50,35,#NAME?,"Green",#NAME?,#NAME?,"[i]Generator[/i]","RT_GBG",,
"BBG","Precinct Headquarters"," ","Blue",,"Generator","Order","0","<center>(Generators are not assets or effects. You may only play ~ whenever you have the option to hire a generator, instead of hiring any other card as a generator. <b>A deck may have any number of ~ in it.</b>)<br/><u>Quick Hire</u> (When ~ is hired as a generator, it can utilize as soon as it is hired.)</center><p>[T]: Add [B].</p>",,"","",,,,,45,50,#NAME?,"Blue",#NAME?,#NAME?,"[i]Generator[/i]","RT_BBG",,
"PBG","Stargate Project Office"," ","Purple",,"Generator","Intrigue","0","<center>(Generators are not assets or effects. You may only play ~ whenever you have the option to hire a generator, instead of hiring any other card as a generator. <b>A deck may have any number of ~s in it.</b>)<br/><u>Quick Hire</u> (When ~ is hired as a generator, it can utilize as soon as it is hired.)</center><p>[T]: Add [P].</p>",,"","",,,,,45,50,#NAME?,"Purple",#NAME?,#NAME?,"[i]Generator[/i]","RT_PBG",,
"CBG","Substation"," ",,,"Generator","Source","0","<center>(Generators are not assets or effects. You may only play ~ whenever you have the option to hire a generator, instead of hiring any other card as a generator. <b>A deck may have any number of ~s in it.</b>)<br/><u>Quick Hire</u> (When ~ is hired as a generator, it can utilize as soon as it is hired.)</center><p>[T]: Add [C].</p>",,"","",,,,,45,50,#NAME?,,#NAME?,#NAME?,"[i]Generator[/i]","RT_CBG",,
"C_CMDR","P.O.T.U.S","1",#NAME?,"Melee","Commander","Human Civilian Leader","10","<center>(Becomes <i>'Executive Execution'</i> if you already control ~.)<br/><u>Advantageous</u> (When ~ resolves, draw a card.)</center><p><b><i>As Commander</i> --</b> Your maximum hand size is increased by 1.</p><p><b><i>As Asset</i> --</b> If ~ is in your opening hand, you may reveal it. If you do, you go first (If both players reveal ~, the player who was to go first previously goes first as normal.)</p>","""If Canada continues its authoritarian control over the information its citizens are allowed to receive, we will be forced to take decisive action.""",2,2,,,,,60,40,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Commander[/i]","RT_C_CMDR",,
"C_CMDRb","Executive Execution","8",#NAME?,,"R. Effect","<u>Personal</u>","0","<center>(This effect can only be deployed if you control a renowned asset. )</center><p>Kill a combatant of your choice.</p><p><u>Personal</u> (Shuffle <i>'P.O.T.U.S'</i> into your deck.)</p>",,,,,,,,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]R. Effect[/i]","RT_C_CMDRb",,
"CR_001","Power Grid"," ",#NAME?,,"Generator"," ","9","<center>(Generators are not assets or effects. You may only play ~ whenever you have the option to hire a generator, instead of hiring any other card as a generator. <b>If ~ is not drawn, it becomes <i>'Field Generator'</i></b>.)</center><p>When you hire ~,  <u>forfeit</u> (Put the specified card into its owner's discard pile.) it unless you pay [3].</p><p>[T]: Add <u>[X]</u> (X is the number cards named ~ on the battlefield.)</p>","""How did people live without electricity?"" <p>-- Sara Anthony</p>",,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Generator[/i]","RT_CR_001",,
"CR_001b","Field Generator","2","Generic",,"Gen. Asset","Source","0","(You may play ~ whenever you have the option to hire a generator, instead of hiring any other card as a generator, or you may deploy it as an asset.)<p>[T]: Add [2].</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Gen. Asset[/i]","RT_CR_001b",,
"CR_002","Sadness","__",#NAME?,,"Asset","Latent Emotion",9,"<center>([_] can be paid with [2] or [Y].)</center><p>Player's can't draw cards during the end of their turn.</p><p>Whenever a player discards down to their maximum hand size, their commander loses X (X is the number of cards discarded) loyalty.</p><p>(~ has <u>generalized cost</u> [4].)</p>",,,,,,,,60,50,#NAME?,"Yellow Generic",#NAME?,#NAME?,"[i]Asset[/i]","RT_CR_002",,
"CR_004","Lunar Water Reserves","3",#NAME?,,"Asset","<u>Discovery</u>","9","<center>(When ~ enters the battlefield or at the beginning of your turn, progress to the next phase unless the final phase has been reached.)</center><p><b><i>1-3)</i></b> Create <u>X</u> (X is the number of turns ~ has been on the battlefield) <u>transient</u> (If it would enter a discard, instead remove it from the game.) <i>'Explorer Drone'</i>s in your hand.</p><p><b><i>Final)</i></b> At the beginning of each turn, your commander gains 1 loyalty.</p>",,,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CR_004",,
"CR_005","Contrived Accusations","XX",#NAME?,,"Effect"," ","9","<p>Choose an utilized combatant; remove it from the game unless its controller pays [X].</p><p>If they pay the cost, shuffle a <i>'Doubt'</i> into your deck.</p>",,,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_CR_005",,
"CR_006","Grid Overloader","3",#NAME?,"Melee","Asset","Augmented","9","If a generator would produce more than 1 energy, its owner's commander loses that much loyalty.",,5,5,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CR_006",,
"CR_007","Planned Ejection","3",#NAME?,,"Effect",,"9","<center><u>Append to Opponent's Effect [5]</u> (As an opponent deploys an effect you may reveal ~ and pay [5]. If you do add this card's effects as it resolves; it loses those effects once it leaves the stack.)</center><p>Choose an asset; until end of turn, set it aside.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_CR_007",,
"CU_001","Public Transportation","1",#NAME?,"Melee","Asset","<u>Vehicle</u>","5","<center><u>Vehicle</u> (When ~ enters the battlefield, you may choose another asset to attach it to. The combined unit has all effects of both assets, and the highest attack power, health, and ranged status of the two.), <u>Rush</u> (~ can attack and intercept as soon as it resolves, but it can't be explicitly utilized that turn.)</center>",,2,2,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CU_001",,
"CU_002","Standard Issue Big Gun","4",#NAME?,,"Asset","Equipment <u>Gun</u>","8","<center><u>Ammo 2</u>, <u>Gun</u> (As long as ~ has ammo, the attached asset is ranged.), <u>Tradeable</u></center><p>When ~ enters the battlefield, choose an asset to attach it to.</p><p>As long as ~ has ammo, the attached asset gets +5/+0 and ""Whenever this asset kills a combatant, each combatant adjacent to the killed asset permanently loses -1/-1.""</p>","""What even is that thing?""","","",,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CU_002",,
"CU_003","Space Shuttle","5",#NAME?,"Ranged","Asset","<u>Vehicle</u> <u>Spacecraft</u>","5","<center><u>Vehicle</u> (When ~ enters the battlefield, you may choose another asset to attach it to. The combined unit has all effects of both assets, and the highest attack power, health, and ranged status of the two.), <u>Spacecraft</u> (Space Shuttle can only intercept or be intercepted by assets with spacecraft.)</center>",,4,4,,,,,60,40,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CU_003",,
"CU_005","New Hire Welcoming Party","2",#NAME?,,"Asset","Latent","5","<p>Whenever a combatant enters the battlefield, you may attach ~ to it.</p><p>Whenever you hire a card as a generator, until end of turn, the attached asset gets +2/+2.</p>",,"","",,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CU_005",,
"CU_006","Business Laptop","2",#NAME?,,"Asset","Equipment Laptop","5","<center><u>Tradeable</u> (Once each turn, you may pay ~'s cost, if you do choose another asset; attach ~ to it.)</center><p>When ~ enters the battlefield, choose an asset to attach it to.</p><p>Whenever the attached asset deals combat damage to a commander, draw a card.</p>",,"","",,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CU_006",,
"CU_007","Roadside Bomb","3",#NAME?,,"Asset","Bomb","5","The next time any number of vehicles attack, you may kill one of them, then <u>forfeit</u> (Put the specified card into its owner's discard pile.) ~.",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CU_007",,
"CU_008","Fighter Jet","3",#NAME?,"Formation","Asset","<u>Vehicle</u> Plane","5","<center><u>Flying</u>, <u>Formation</u> (Cards with Formation have their ranged status determined by their place in their formation; a formation consists of a mandatory melee card at the front and up to 2 ranged cards at the back. The attack power of the formation is the sum of all combatants in the formation. Combat damage is dealt to the front combatant before the back combatants. Formations can only be formed anytime you could reorganize units.), <u>Vehicle</u></center>",,6,4,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CU_008",,
"CU_009","Crypt Guard","3",#NAME?,"Ranged","Asset","Human Civilian Guard","5","<center>Cards in discards can't be chosen or deployed.</center>",,4,4,,,,,60,45,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CU_009",,
"CU_010","Blackmailer","1",#NAME?,,"Asset","AI","5","<p>When ~ enters the battlefield, name a card; effects of the named card can't be activated.</p><p>When ~ is put into a vehicle, your opponents reveal their hands.</p>",,,,,,,,60,45,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CU_010",,
"CU_011","Anti-Orbital Gun","2",#NAME?,,"Asset","Equipment <u>Gun</u>","5","<center><u>Tradeable</u> (Once each turn, you may pay ~'s cost, if you do choose another combatant; attach ~ to it.)</center><p>When ~ enters the battlefield, attach it to a combatant of your choice.</p><p>The attached asset gets +1/+0 and <u>anti-orbital</u> (~ can intercept assets with spacecraft.)</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CU_011",,
"CU_012","Scrapyard"," ",#NAME?,,"Generator","Source","5","<center>(Generators are not assets or effects. You may only play ~ whenever you have the option to hire a generator, instead of hiring any other card as a generator.)</center><p>[T]: Add [C].</p><p><u>Once</u> (As you activate this effect, remove it from this card), [T]: Choose a generator to become an utilized ~.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Generator[/i]","RT_CU_012",,
"CU_013","Unwarranted Citizen's Arrest","2",#NAME?,,"Effect",,"5","<center><u>Warrant</u> (When you deploy ~, shuffle an 'Incarceration' into your deck.)</center><p>Choose a permanent an opponent controls; return it to its owner's hand.</p>",,,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_CU_013",,
"CU_014","Fully Automatic Assault Rifle","3",#NAME?,,"Asset","Equipment <u>Gun</u>","6","<center><u>Ammo 15</u> (Whenever the attached asset attacks or intercepts, reduce ~'s ammo by 1 [to a minimum of 0.] Instead of expending an ammo you may treat this as if it had ammo 0 until end of turn.), <u>Gun</u> (As long as this card has ammo, the attached asset is ranged.), <u>Tradeable</u></center><p>When this card enters the battlefield, choose an asset to attach it to.</p><p>As long as this card has ammo, the first time the attached asset attacks each turn, it doesn't utilize.</p>",,,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CU_014",,
"CU_015","Shim the Cuffs","3",#NAME?,,"Effect",,"6","<center>Choose an equipment card; its owner <u>forfeits</u> (Put the specified card into its owner's discard pile.) it.</center>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_CU_015",,
"CU_016","Reload","1",#NAME?,,"Effect","<u>Response</u>","6","<center><u>Response</u> (You may deploy ~ in response to other cards and effects.)</center><p>Choose a gun; restore all of it's ammo.</p><p>A deck many run any number of ~.</p>",,,,,,,,60,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_CU_016",,
"CC_001","Release the Quacken!","X",#NAME?,,"Effect"," ","2","<p>Create [X] <i>'Duck'</i>s on the battlefield.</p>",,"","",,,"https://www.youtube.com/watch?v=7GwGu8QVpLU",,50,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_CC_001",,
"CC_002","Hit em' With The Butt-End","0",#NAME?,,"Effect","Style <u>Response</u>","3","Choose an asset or player; it takes 1 damage from ~. If it would die as a result draw a card.",,,,,,,,45,50,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Effect[/i]","RT_CC_002",,
"CC_003","Lunar Citizen","2",#NAME?,"Melee","Asset","Human Civilian Astronaut","1","<i><color=#34343A>""Out here you have to be tough to survive kiddo.""</color></i>","""Out here you have to be tough to survive kiddo.""",2,3,,,,,60,35,#NAME?,#NAME?,#NAME?,#NAME?,"[i]Asset[/i]","RT_CC_003",,
